chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr3	191410651	191412523			downstream	downstream	81257				12		+	69265		ENSG00000152492.15	100398
chr3	191466430	191470052			inside intron	inside	40902	inside intron	3498	2	7	inside transcription region	+	165569		ENSG00000223812.9	182198
chr3	191641578	191643599			close to 3'	close to 3'	443				1		+	102		ENSG00000201860.1	165937
chr3	191648064	191653308			downstream	downstream	6929				1		+	102		ENSG00000201860.1	165937
chr3	191975625	191976769			upstream	upstream	22799				1		-	477		ENSG00000237653.2	226636
chr3	192043364	192044777			downstream	downstream	13484				3		+	6677		ENSG00000232353.5	210115
chr3	192155267	192156002			inside intron	inside	571539	inside intron	-11139	5	5	inside transcription region	-	583481		ENSG00000114279.15	48407
chr3	192451820	192453038			inside intron	inside	274568	inside intron	-91281	3	5	inside transcription region	-	419534		ENSG00000114279.15	48409
chr3	192570912	192572374			inside intron	inside	3849	inside intron	-3740	1	3	inside transcription region	+	16373		ENSG00000289165.3	317579
chr3	192644753	192646074			inside intron	inside	81532	inside intron	81106	2	5	inside transcription region	-	419534		ENSG00000114279.15	48409
chr3	192915072	192915992			inside intron	inside	1864	inside intron	1637	1	2	inside transcription region	-	121041		ENSG00000180611.7	143596
chr3	193241959	193242120			inside intron	inside	737	inside intron	-425	1	4	5' UTR	+	29633		ENSG00000127252.7	63997
chr3	193419558	193421243			inside intron	inside	133744	inside intron	-4807	26	30	inside transcription region	-	152629		ENSG00000127249.15	63989
chr3	193673980	193674113			inside intron	inside	8981	inside intron	-3085	3	5	inside transcription region	-	15992		ENSG00000306963.1	377591
chr3	193788216	193788632			upstream	upstream	2841				2		+	611		ENSG00000308654.1	381839
chr3	193869392	193869811			inside intron	inside	12479	inside intron	-427	3	3	inside transcription region	-	13968		ENSG00000304564.1	371070
chr3	193869954	193870381			inside intron	inside	11909	inside intron	-989	3	3	inside transcription region	-	13968		ENSG00000304564.1	371070
chr3	194003655	194003889			inside intron	inside	23041	inside intron	1972	3	3	inside transcription region	+	25484		ENSG00000238043.2	227931
chr3	194070480	194070613			inside intron	inside	212	inside intron	-153	1	5	inside transcription region	+	22545		ENSG00000276407.6	295395
chr3	194086580	194087091			inside intron	inside	16312	inside intron	4415	4	5	inside transcription region	+	22545		ENSG00000276407.6	295395
chr3	194133751	194133911			inside intron	inside	1092	inside intron	-72	2	4	inside transcription region	-	4385		ENSG00000232874.2	211691
chr3	194142012	194142309			inside intron	inside	1405	inside intron	-1297	1	2	inside transcription region	+	6734		ENSG00000304085.1	368781
chr3	194203752	194203903			overlaps exon downstream	inside	170	overlaps exon downstream	0	1	2	inside transcription region	+	1557		ENSG00000303507.1	367087
chr3	194264488	194265553			inside intron	inside	21331	inside intron	-1689	2	2	inside transcription region	-	24577		ENSG00000214145.9	175842
chr3	194265723	194265975			inside intron	inside	20909	inside intron	-2924	2	2	inside transcription region	-	24577		ENSG00000214145.9	175842
chr3	194269402	194269799			inside intron	inside	17085	inside intron	-6603	2	2	inside transcription region	-	24577		ENSG00000214145.9	175842
chr3	194270910	194271821			inside intron	inside	15063	inside intron	-8111	2	2	inside transcription region	-	24577		ENSG00000214145.9	175842
chr3	194350185	194350436			inside intron	inside	882	inside intron	805	1	2	5' UTR	-	10546		ENSG00000178772.7	141623
chr3	194365230	194365420			inside intron	inside	4311	inside intron	-1817	2	3	5' UTR	-	11804		ENSG00000172061.9	131692
chr3	194369527	194369783			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	5' UTR	-	14494		ENSG00000172061.9	131691
chr3	194386747	194387159			inside intron	inside	5032	inside intron	-4894	1	2	inside transcription region	+	11511		ENSG00000309649.1	384185
chr3	194397132	194397250			inside exon	inside	2016	inside exon	0	2	2	inside transcription region	-	4445		ENSG00000178732.6	141578
chr3	194487814	194488022			inside exon	inside	140	inside exon	0	1	2	inside transcription region	+	2174		ENSG00000233058.4	212349
chr3	194527150	194528058			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	2	4	inside transcription region	-	5939		ENSG00000310154.1	385421
chr3	194546779	194547602			upstream	upstream	13196				1		-	80		ENSG00000252053.1	252743
chr3	194587551	194587655			inside intron	inside	3252	inside intron	1369	2	3	inside transcription region	+	5950		ENSG00000231770.9	208290
chr3	194626653	194627007			inside intron	inside	6342	inside intron	-726	3	5	inside transcription region	-	10125		ENSG00000145014.18	91843
chr3	194750046	194750317			inside intron	inside	8890	inside intron	5344	2	2	inside transcription region	+	16454		ENSG00000237222.5	225192
chr3	194898855	194901050			upstream	upstream	5226				2		+	3182		ENSG00000298564.1	354283
chr3	194947320	194949778			downstream	downstream	40998				2		+	14421		ENSG00000298564.1	354284
chr3	194984790	194985577			downstream	downstream	29616				4		-	9490		ENSG00000299954.1	357748
chr3	195002136	195002655			downstream	downstream	12538				4		-	9490		ENSG00000299954.1	357748
chr3	195087451	195088434			inside intron	inside	5775	inside intron	5308	1	2	inside transcription region	-	24171		ENSG00000173950.16	134858
chr3	195119579	195120475			inside intron	inside	89391	inside intron	35973	2	3	inside transcription region	-	139829		ENSG00000173950.16	134857
chr3	195150054	195151114			inside intron	inside	2183	inside intron	1127	2	2	inside transcription region	+	4919		ENSG00000230266.3	203194
chr3	195155720	195155991			inside intron	inside	53875	inside intron	457	2	3	inside transcription region	-	139829		ENSG00000173950.16	134857
chr3	195181609	195182576			covers exon(s)	inside	77504	covers exon(s)	0	4	5	inside transcription region	-	79686		ENSG00000173950.16	134860
chr3	195209956	195210720			inside intron	inside	49360	inside intron	-2457	3	5	inside transcription region	-	79686		ENSG00000173950.16	134860
chr3	195255315	195256060			inside intron	inside	14801	inside intron	14028	2	3	3'UTR	-	44137		ENSG00000173950.16	134861
chr3	195260784	195260933			inside exon	inside	152	inside exon	0	1	2	inside transcription region	+	2996		ENSG00000287005.1	310320
chr3	195556459	195556758			close to 3'	close to 3'	1849				1		+	473		ENSG00000236844.1	223984
chr3	195760269	195763048			covers exon(s)	inside	48841	covers exon(s)	0	12	24	3'UTR	-	64831		ENSG00000145113.22	92004
chr3	195774993	195775381			inside intron	inside	36508	inside intron	-687	4	24	inside transcription region	-	64831		ENSG00000145113.22	92004
chr3	195804330	195804782			inside intron	inside	7107	inside intron	6953	1	24	inside transcription region	-	64831		ENSG00000145113.22	92004
chr3	195809438	195809700			inside intron	inside	2189	inside intron	2035	1	24	inside transcription region	-	64831		ENSG00000145113.22	92004
chr3	195811859	195812162			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	inside transcription region	-	2329		ENSG00000145113.22	92009
chr3	195824991	195825073			upstream	upstream	9432				2		-	2033		ENSG00000295408.1	346146
chr3	195849501	195850200			covers exon(s)	inside	10243	covers exon(s)	0	2	2	inside transcription region	-	21062		ENSG00000223783.2	182091
chr3	195850779	195851585			inside intron	inside	8858	inside intron	8687	1	2	inside transcription region	-	21062		ENSG00000223783.2	182091
chr3	195874016	195874427			inside intron	inside	21734	inside intron	-1545	2	2	inside transcription region	-	23885		ENSG00000061938.21	10110
chr3	195888128	195888706			covers exon(s)	inside	8564	covers exon(s)	0	2	4	overlaps 5' UTR	-	12287		ENSG00000061938.21	10118
chr3	195891330	195892319			inside intron	inside	4951	inside intron	-2723	2	4	5' UTR	-	12287		ENSG00000061938.21	10118
chr3	195893427	195894396			inside intron	inside	2874	inside intron	2770	1	4	5' UTR	-	12287		ENSG00000061938.21	10118
chr3	196120552	196120747			inside exon	inside	9931	inside exon	0	2	2	inside transcription region	+	10538		ENSG00000294113.1	343120
chr3	196150811	196151439			inside intron	inside	2313	inside intron	-2173	1	3	inside transcription region	+	12395		ENSG00000224652.5	184774
chr3	196186714	196187482			inside intron	inside	44170	inside intron	5969	4	4	inside transcription region	+	50985		ENSG00000224652.5	184743
chr3	196207984	196208136			inside intron	inside	3301	inside intron	251	4	9	inside transcription region	-	13984		ENSG00000163958.14	115010
chr3	196288558	196288693			inside intron	inside	29529	inside intron	-18016	4	6	inside transcription region	-	69992		ENSG00000272741.1	291110
chr3	196318729	196318891			inside intron	inside	19482	inside intron	-2497	6	6	3'UTR	-	22291		ENSG00000273331.1	292180
chr3	196500378	196501441			inside intron	inside	2236	inside intron	1431	1	5	inside transcription region	-	31917		ENSG00000163961.4	115034
chr3	196528274	196528432			covers exon(s)	inside	359	covers exon(s)	0	1	2	inside transcription region	-	1452		ENSG00000213358.3	174329
chr3	196532777	196533578			inside intron	inside	3792	inside intron	-3659	1	2	inside transcription region	+	32600		ENSG00000308888.1	382402
chr3	196639042	196639215			inside exon	inside	449	inside exon	0	1	1	inside transcription region	-	1274		ENSG00000288990.3	316859
chr3	196640344	196640587			inside intron	inside	587	inside intron	-468	1	2	inside transcription region	+	15236		ENSG00000174004.6	134894
chr3	196666121	196666510			inside intron	inside	26346	inside intron	-11473	2	6	5' UTR	+	91318		ENSG00000163964.18	115035
chr3	196763135	196763588			inside intron	inside	23278	inside intron	19037	2	15	5' UTR	+	92790		ENSG00000180370.10	143430
chr3	196943660	196944000			close to 3'	close to 3'	986				1		+	869		ENSG00000270170.2	287399
chr3	196994641	196995044			inside intron	inside	9135	inside intron	-5493	2	4	inside transcription region	-	21608		ENSG00000163975.14	115045
chr3	197001950	197002173			inside intron	inside	2490	inside intron	2320	2	2	inside transcription region	+	5276		ENSG00000228109.3	196426
chr3	197022742	197023375			covers exon(s)	inside	6416	covers exon(s)	0	5	7	inside transcription region	-	10838		ENSG00000163975.14	115048
chr3	197353380	197353986			inside intron	inside	91198	inside intron	-6948	3	3	inside transcription region	-	99464		ENSG00000235126.2	218922
chr3	197485293	197485711			inside intron	inside	20417	inside intron	20207	1	3	inside transcription region	-	66759		ENSG00000235126.2	218933
chr3	197504706	197505021			inside intron	inside	1107	inside intron	897	1	3	inside transcription region	-	66759		ENSG00000235126.2	218933
chr3	197520763	197521235			inside intron	inside	34745	inside intron	1404	6	7	inside transcription region	-	41714		ENSG00000161267.12	110157
chr3	197541940	197542113			inside intron	inside	13864	inside intron	-2987	3	3	inside transcription region	-	17310		ENSG00000161267.12	110161
chr3	197582221	197583468			inside intron	inside	44418	inside intron	-1472	8	8	inside transcription region	-	48187		ENSG00000291091.2	331009
chr3	197907010	197907715			inside intron	inside	5237	inside intron	-314	3	3	inside transcription region	-	6584		ENSG00000114473.14	48693
chr4	125724	126197			inside intron	inside	1186	inside intron	-427	1	4	5' UTR	+	38163		ENSG00000250312.8	247819
chr4	212295	212354			promoter	promoter	224				2		+	43407		ENSG00000290382.2	321650
chr4	213630	213774			inside intron	inside	985	inside intron	-848	1	4	inside transcription region	+	33936		ENSG00000290382.2	321654
chr4	578067	578419			inside exon	inside	453	inside exon	0	1	2	inside transcription region	+	7112		ENSG00000283183.5	301759
chr4	578783	579049			inside intron	inside	395	inside intron	-240	1	3	inside transcription region	+	6139		ENSG00000283183.5	301766
chr4	646314	646819			inside intron	inside	20730	inside intron	7032	4	22	inside transcription region	+	45198		ENSG00000133256.13	72262
chr4	650702	652361			inside intron	inside	25118	inside intron	1490	4	22	inside transcription region	+	45198		ENSG00000133256.13	72262
chr4	655001	655320			overlaps exon downstream	inside	157	overlaps exon downstream	0	1	2	inside transcription region	-	1743		ENSG00000242686.4	233779
chr4	655714	656015			inside exon	inside	198	inside exon	0	1	4	inside transcription region	-	3154		ENSG00000242686.4	233778
chr4	663180	663285			overlaps exon downstream	inside	925	overlaps exon downstream	0	2	4	inside transcription region	-	2663		ENSG00000272927.2	291360
chr4	666015	667016			covers exon(s)	inside	1105	covers exon(s)	0	3	5	inside transcription region	+	5404		ENSG00000133256.13	72272
chr4	680513	681035			overlaps exon downstream	inside	2559	overlaps exon downstream	0	5	7	3'UTR	+	4036		ENSG00000215375.7	177677
chr4	689392	689627			promoter	promoter	121				8		-	7442		ENSG00000169026.13	126403
chr4	707025	707450			inside intron	inside	1082	inside intron	-1054	1	13	5' UTR	+	61921		ENSG00000185619.19	150832
chr4	751693	751878			inside intron	inside	7828	inside intron	-7004	2	3	inside transcription region	+	17499		ENSG00000185619.19	150834
chr4	784874	785110			overlaps 3'	overlaps 3'	41019	overlaps exon downstream	0	4	4	3'UTR	-	41172		ENSG00000168993.15	126362
chr4	787098	787344			inside intron	inside	17564	inside intron	-399	3	3	inside transcription region	-	18377		ENSG00000168993.15	126365
chr4	836494	837277			covers	covers	0	covers exon(s)			1		-	712		ENSG00000260262.1	272860
chr4	912408	912703			covers exon(s)	inside	19624	covers exon(s)	0	3	4	inside transcription region	-	20242		ENSG00000178950.18	141877
chr4	946495	947256			inside intron	inside	13978	inside intron	452	2	12	5' UTR	+	26135		ENSG00000127419.17	64152
chr4	967612	967735			overlaps two exons	inside	5587	overlaps two exons	0	8	22	inside transcription region	-	14434		ENSG00000145214.14	92073
chr4	1001988	1002094			inside exon	inside	2278	inside exon	0	6	13	inside transcription region	+	4795		ENSG00000127415.13	64124
chr4	1014396	1015170			inside intron	inside	1945	inside intron	-1831	1	6	inside transcription region	+	14446		ENSG00000127418.15	64133
chr4	1018412	1018681			inside intron	inside	5961	inside intron	3521	2	6	inside transcription region	+	14446		ENSG00000127418.15	64133
chr4	1033660	1034594			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	2	inside transcription region	+	17716		ENSG00000294205.1	343370
chr4	1034989	1035888			covers exon(s)	inside	1966	covers exon(s)	0	3	3	inside transcription region	-	2960		ENSG00000294257.1	343498
chr4	1043274	1043485			inside intron	inside	232	inside intron	101	1	3	inside transcription region	-	4876		ENSG00000294246.1	343479
chr4	1043801	1044274			overlaps exon downstream	inside	4	overlaps exon downstream	0	1	2	inside transcription region	+	7702		ENSG00000294205.1	343374
chr4	1045283	1045869			inside intron	inside	888	inside intron	-787	1	2	inside transcription region	+	7111		ENSG00000294205.1	343376
chr4	1046948	1047330			inside intron	inside	2553	inside intron	-2452	1	2	inside transcription region	+	7111		ENSG00000294205.1	343376
chr4	1047505	1047941			inside intron	inside	3110	inside intron	-3009	1	2	inside transcription region	+	7111		ENSG00000294205.1	343376
chr4	1050647	1051346			inside intron	inside	4489	inside intron	-843	2	3	inside transcription region	-	7031		ENSG00000294226.1	343445
chr4	1055444	1055877			overlaps two exons	inside	296	overlaps two exons	0	1	2	inside transcription region	+	1086		ENSG00000294272.1	343531
chr4	1112387	1113681			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	10	overlaps 5' UTR	-	42086		ENSG00000178222.14	141102
chr4	1170861	1171008			inside intron	inside	16192	inside intron	-15961	1	2	inside transcription region	+	36653		ENSG00000306967.1	377601
chr4	1193349	1195215			inside intron	inside	13152	inside intron	12664	1	2	inside transcription region	-	35780		ENSG00000159674.12	108005
chr4	1200553	1200900			inside intron	inside	4194	inside intron	-505	2	2	inside transcription region	-	5167		ENSG00000159674.12	108009
chr4	1207865	1208044			overlaps exon downstream	inside	333	overlaps exon downstream	0	1	2	inside transcription region	-	3395		ENSG00000159674.12	108010
chr4	1208595	1208759			inside exon	inside	203	inside exon	0	1	4	inside transcription region	-	9934		ENSG00000159674.12	108007
chr4	1209848	1210497			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	6	inside transcription region	+	8471		ENSG00000280927.1	300252
chr4	1211992	1212506			overlaps exon upstream	inside	1872	overlaps exon upstream	0	3	6	inside transcription region	+	8471		ENSG00000280927.1	300252
chr4	1250190	1250422			overlaps exon downstream	inside	270	overlaps exon downstream	0	1	4	inside transcription region	+	38283		ENSG00000196810.6	158899
chr4	1301567	1302580			inside intron	inside	11653	inside intron	9398	2	7	inside transcription region	+	49265		ENSG00000090316.16	22783
chr4	1351972	1352269			inside intron	inside	3882	inside intron	-136	3	15	inside transcription region	+	39778		ENSG00000163945.19	114962
chr4	1356263	1356358			inside intron	inside	8173	inside intron	-1017	6	15	inside transcription region	+	39778		ENSG00000163945.19	114962
chr4	1357502	1357585			inside intron	inside	921	inside intron	375	2	2	inside transcription region	+	1494		ENSG00000254094.1	256963
chr4	1382390	1382490			inside intron	inside	6356	inside intron	1275	5	5	3'UTR	+	12015		ENSG00000163945.19	114966
chr4	1490016	1490533			overlaps exon upstream	inside	11058	overlaps exon upstream	0	3	3	inside transcription region	+	11651		ENSG00000305933.1	374481
chr4	1492327	1493184			downstream	downstream	13369				3		+	11651		ENSG00000305933.1	374481
chr4	1512468	1512758			upstream	upstream	7631				2		+	1397		ENSG00000304166.1	368968
chr4	1519940	1520544			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	inside transcription region	+	1397		ENSG00000304166.1	368968
chr4	1521446	1521779			inside exon	inside	1057	inside exon	0	2	2	inside transcription region	+	1397		ENSG00000304166.1	368968
chr4	1523999	1525029			downstream	downstream	3610				2		+	1397		ENSG00000304166.1	368968
chr4	1533629	1534249			downstream	downstream	13240				2		+	1397		ENSG00000304166.1	368968
chr4	1564276	1564447			downstream	downstream	15820				2		-	9238		ENSG00000244459.5	236159
chr4	1566189	1566327			downstream	downstream	13940				2		-	9238		ENSG00000244459.5	236159
chr4	1567948	1568082			downstream	downstream	12185				2		-	9238		ENSG00000244459.5	236159
chr4	1577167	1578493			inside intron	inside	1773	inside intron	-277	2	2	inside transcription region	-	4085		ENSG00000244459.5	236163
chr4	1628986	1629120			inside intron	inside	26288	inside intron	-10874	2	2	inside transcription region	-	37493		ENSG00000174137.14	135031
chr4	1684769	1684909			promoter	promoter	456				5		-	44426		ENSG00000174137.14	135032
chr4	1729506	1730163			inside intron	inside	1093	inside intron	-718	1	13	inside transcription region	+	16682		ENSG00000013810.21	4406
chr4	1746989	1747335			downstream	downstream	25468				16		+	23650		ENSG00000013810.21	4399
chr4	1752683	1752845			downstream	downstream	31162				16		+	23650		ENSG00000013810.21	4399
chr4	1797638	1798750			inside intron	inside	3742	inside intron	503	2	15	inside transcription region	+	13426		ENSG00000068078.20	12496
chr4	1992890	1993089			inside exon	inside	148	inside exon	0	1	2	inside transcription region	+	1317		ENSG00000307280.1	378510
chr4	2040251	2040411			inside intron	inside	1492	inside intron	1304	1	8	5' UTR	-	55788		ENSG00000185049.16	149804
chr4	2046666	2046870			downstream	downstream	4616				4		+	1914		ENSG00000243449.8	234908
chr4	2061853	2062148			inside intron	inside	2526	inside intron	-690	2	3	inside transcription region	+	9762		ENSG00000185818.8	151316
chr4	2067570	2067804			inside exon	inside	8243	inside exon	0	3	3	3'UTR	+	9762		ENSG00000185818.8	151316
chr4	2183157	2184951			covers exon(s)	inside	57170	covers exon(s)	0	9	19	inside transcription region	-	161499		ENSG00000290263.1	321342
chr4	2364457	2365852			inside intron	inside	40813	inside intron	-10383	2	4	5' UTR	-	67148		ENSG00000159733.14	108097
chr4	2371636	2371881			inside intron	inside	34784	inside intron	-17562	2	4	5' UTR	-	67148		ENSG00000159733.14	108097
chr4	2403018	2403555			inside intron	inside	3110	inside intron	2987	1	4	5' UTR	-	67148		ENSG00000159733.14	108097
chr4	2416456	2416686			inside intron	inside	1923	inside intron	1598	1	7	inside transcription region	-	88447		ENSG00000159733.14	108096
chr4	2432443	2433280			inside intron	inside	5922	inside intron	3593	2	6	inside transcription region	+	23839		ENSG00000206113.12	171380
chr4	2433928	2434637			inside intron	inside	7407	inside intron	2236	2	6	inside transcription region	+	23839		ENSG00000206113.12	171380
chr4	2435880	2436051			inside intron	inside	9359	inside intron	822	2	6	inside transcription region	+	23839		ENSG00000206113.12	171380
chr4	2436418	2436650			inside intron	inside	9897	inside intron	223	2	6	inside transcription region	+	23839		ENSG00000206113.12	171380
chr4	2793898	2794241			overlaps exon upstream	inside	174	overlaps exon upstream	0	2	3	inside transcription region	+	2922		ENSG00000087266.18	21247
chr4	2797864	2798528			inside intron	inside	3705	inside intron	-3601	1	4	inside transcription region	+	30755		ENSG00000087266.18	21249
chr4	2806995	2807691			inside intron	inside	7926	inside intron	-7689	1	14	5' UTR	+	42027		ENSG00000087266.18	21252
chr4	2812256	2812395			inside intron	inside	326	inside intron	-131	1	13	5' UTR	+	29166		ENSG00000087266.18	21255
chr4	2825726	2826036			inside intron	inside	975	inside intron	-529	1	4	inside transcription region	+	5054		ENSG00000087266.18	21268
chr4	2875578	2875994			overlaps exon upstream	inside	7703	overlaps exon upstream	0	2	10	inside transcription region	+	37846		ENSG00000087274.19	21294
chr4	2931780	2931992			overlaps exon downstream	inside	706	overlaps exon downstream	0	3	5	inside transcription region	-	1471		ENSG00000109736.15	42681
chr4	3041239	3042566			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	68	overlaps 5' UTR	+	202590		ENSG00000197386.14	160350
chr4	3248901	3249018			inside intron	inside	4532	inside intron	259	4	6	inside transcription region	+	12244		ENSG00000188981.11	155942
chr4	3269923	3270331			inside exon	inside	20883	inside exon	0	6	6	3'UTR	+	22698		ENSG00000188981.11	155943
chr4	3280661	3281407			upstream	upstream	4349				2		+	715		ENSG00000305871.1	374325
chr4	3285967	3286125			overlaps exon downstream	inside	211	overlaps exon downstream	0	1	2	inside transcription region	+	715		ENSG00000305871.1	374325
chr4	3367163	3367536			inside intron	inside	24748	inside intron	18879	3	6	inside transcription region	+	73706		ENSG00000159788.20	108139
chr4	3388257	3389262			inside intron	inside	2286	inside intron	-1819	1	14	inside transcription region	+	53934		ENSG00000159788.20	108146
chr4	3405993	3406576			inside intron	inside	20022	inside intron	7495	2	14	inside transcription region	+	53934		ENSG00000159788.20	108146
chr4	3407143	3407294			inside intron	inside	21172	inside intron	6777	2	14	inside transcription region	+	53934		ENSG00000159788.20	108146
chr4	3414220	3414492			overlaps exon downstream	inside	991	overlaps exon downstream	0	2	12	inside transcription region	+	15246		ENSG00000159788.20	108149
chr4	3477990	3478385			inside intron	inside	14679	inside intron	7153	3	8	inside transcription region	+	38162		ENSG00000175920.18	137798
chr4	3483389	3485459			inside intron	inside	20078	inside intron	79	3	8	inside transcription region	+	38162		ENSG00000175920.18	137798
chr4	3486579	3487044			inside intron	inside	1230	inside intron	-920	1	3	inside transcription region	+	7536		ENSG00000175920.18	137800
chr4	3491119	3491612			inside intron	inside	5770	inside intron	1146	3	3	inside transcription region	+	7536		ENSG00000175920.18	137800
chr4	3492702	3493372			overlaps exon upstream	inside	8158	overlaps exon upstream	0	4	4	overlaps 5' UTR	+	9937		ENSG00000175920.18	137799
chr4	3500720	3500937			inside exon	inside	37409	inside exon	0	8	8	overlaps 3'UTR	+	38162		ENSG00000175920.18	137798
chr4	3524620	3524929			overlaps exon downstream	inside	7517	overlaps exon downstream	0	2	3	inside transcription region	-	9053		ENSG00000163956.13	115005
chr4	3546835	3547259			overlaps exon downstream	inside	54	overlaps exon downstream	0	1	3	inside transcription region	-	2158		ENSG00000308464.1	381384
chr4	3567035	3568894			upstream	upstream	7957				4		+	14144		ENSG00000216560.5	178464
chr4	3628206	3628366			upstream	upstream	4663				2		+	946		ENSG00000250681.1	248948
chr4	3660435	3661022			downstream	downstream	8066				2		+	1561		ENSG00000294067.1	343038
chr4	3669336	3669804			downstream	downstream	8051				3		-	4262		ENSG00000250632.2	248834
chr4	3701395	3701563			upstream	upstream	23475				3		-	3796		ENSG00000250632.2	248835
chr4	3703092	3703358			upstream	upstream	25172				3		-	3796		ENSG00000250632.2	248835
chr4	3723477	3724106			downstream	downstream	22448				2		-	2800		ENSG00000295891.1	347485
chr4	3737505	3738022			downstream	downstream	8532				2		-	2800		ENSG00000295891.1	347485
chr4	3810272	3810663			downstream	downstream	29518				2		+	2411		ENSG00000294286.1	343565
chr4	3827728	3828493			upstream	upstream	18990				3		+	2191		ENSG00000305276.1	372965
chr4	3830138	3830323			upstream	upstream	17160				3		+	2191		ENSG00000305276.1	372965
chr4	3862722	3862936			downstream	downstream	15187				3		+	2155		ENSG00000305276.1	372966
chr4	3873228	3873750			downstream	downstream	20330				2		-	4818		ENSG00000298017.1	353063
chr4	3879548	3879675			downstream	downstream	14405				2		-	4818		ENSG00000298017.1	353063
chr4	3956768	3956893			inside intron	inside	1121	inside intron	666	2	4	inside transcription region	+	12347		ENSG00000295948.1	347915
chr4	3972665	3974555			inside intron	inside	17078	inside intron	-8737	5	7	inside transcription region	+	119638		ENSG00000295948.1	347907
chr4	4033239	4033619			inside intron	inside	79	inside intron	-55	1	4	inside transcription region	+	53952		ENSG00000295948.1	347921
chr4	4046837	4047376			inside intron	inside	13677	inside intron	-4687	2	4	inside transcription region	+	53952		ENSG00000295948.1	347921
chr4	4047584	4047831			inside intron	inside	14424	inside intron	-5434	2	4	inside transcription region	+	53952		ENSG00000295948.1	347921
chr4	4048214	4049224			inside intron	inside	15054	inside intron	-6064	2	4	inside transcription region	+	53952		ENSG00000295948.1	347921
chr4	4107946	4108117			inside intron	inside	59011	inside intron	-425	2	3	inside transcription region	-	65999		ENSG00000290888.2	326675
chr4	4130656	4133413			inside intron	inside	33715	inside intron	-23135	2	3	inside transcription region	-	65999		ENSG00000290888.2	326675
chr4	4136682	4137217			inside intron	inside	29884	inside intron	-1700	4	4	inside transcription region	-	32496		ENSG00000290888.2	326679
chr4	4138764	4141460			covers exon(s)	inside	25641	covers exon(s)	0	4	4	inside transcription region	-	32496		ENSG00000290888.2	326679
chr4	4144787	4145142			inside intron	inside	21959	inside intron	440	3	4	inside transcription region	-	32496		ENSG00000290888.2	326679
chr4	4148707	4149447			inside intron	inside	17654	inside intron	-912	2	4	inside transcription region	-	32496		ENSG00000290888.2	326679
chr4	4388600	4388729			inside intron	inside	1495	inside intron	-841	2	4	inside transcription region	+	30774		ENSG00000168824.15	126060
chr4	4669314	4669541			inside intron	inside	126900	inside intron	-19771	4	5	inside transcription region	+	189953		ENSG00000247708.9	239921
chr4	4843682	4844055			promoter	promoter	133				2		+	6647		ENSG00000273396.4	292261
chr4	4852758	4853177			promoter	promoter	1851				2		+	692		ENSG00000308794.1	382170
chr4	4861708	4862872			covers exon(s)	inside	7145	covers exon(s)	0	3	3	inside transcription region	-	13456		ENSG00000308455.1	381370
chr4	4864465	4864821			inside intron	inside	5196	inside intron	3986	2	3	inside transcription region	-	13456		ENSG00000308455.1	381370
chr4	5019967	5020142			inside intron	inside	99141	inside intron	10176	5	9	inside transcription region	+	113099		ENSG00000300857.1	360272
chr4	6007858	6008716			covers exon(s)	inside	9715	covers exon(s)	0	3	12	inside transcription region	-	59056		ENSG00000181215.17	144260
chr4	6105203	6106110			covers exon(s)	inside	94445	covers exon(s)	0	3	34	5' UTR	-	243437		ENSG00000181215.17	144259
chr4	6245976	6246276			overlaps exon downstream	inside	114	overlaps exon downstream	0	1	2	inside transcription region	+	1203		ENSG00000288588.2	315251
chr4	6276395	6277134			inside intron	inside	6418	inside intron	-6380	1	7	5' UTR	+	32894		ENSG00000109501.15	42384
chr4	6308756	6309987			promoter	promoter	120				3		-	5750		ENSG00000286176.2	307140
chr4	6390431	6390823			inside intron	inside	80863	inside intron	-9336	2	3	inside transcription region	-	91653		ENSG00000074211.14	15332
chr4	6447677	6447903			inside intron	inside	23783	inside intron	23660	1	3	inside transcription region	-	91653		ENSG00000074211.14	15332
chr4	6473125	6473455			inside intron	inside	50092	inside intron	49987	1	5	inside transcription region	-	175621		ENSG00000074211.14	15330
chr4	6657745	6659301			covers exon(s)	inside	14616	covers exon(s)	0	3	3	inside transcription region	-	18043		ENSG00000251580.4	252077
chr4	6664652	6664922			inside intron	inside	8987	inside intron	-2615	2	3	inside transcription region	-	15802		ENSG00000251580.4	252080
chr4	6673254	6673628			inside intron	inside	195	inside intron	55	1	2	inside transcription region	-	3095		ENSG00000251580.4	252087
chr4	6724621	6725057			promoter	promoter	2274				2		+	827		ENSG00000309165.1	383033
chr4	6726996	6727085			promoter	promoter	246				2		+	827		ENSG00000309165.1	383033
chr4	6727442	6728021			overlaps two exons	inside	111	overlaps two exons	0	1	2	inside transcription region	+	827		ENSG00000309165.1	383033
