chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr4	83534796	83535073			promoter	promoter	841				13		+	69958		ENSG00000138678.11	82203
chr4	84126270	84127227			inside intron	inside	171962	inside intron	20819	6	7	inside transcription region	-	287705		ENSG00000250546.7	248574
chr4	84489190	84490183			downstream	downstream	9109				3		-	7307		ENSG00000163623.10	113811
chr4	84809944	84810333			overlaps exon upstream	inside	13330	overlaps exon upstream	0	3	3	inside transcription region	+	13789		ENSG00000251260.2	250946
chr4	86044079	86044700			inside intron	inside	315325	inside intron	-12647	12	13	inside transcription region	-	330813		ENSG00000109339.24	42213
chr4	86903960	86904241			inside intron	inside	31937	inside intron	-12366	4	5	inside transcription region	-	48038		ENSG00000285458.1	305008
chr4	86904559	86904835			inside intron	inside	31343	inside intron	-12965	4	5	inside transcription region	-	48038		ENSG00000285458.1	305008
chr4	87049246	87049810			inside intron	inside	42003	inside intron	34312	2	8	5' UTR	+	101057		ENSG00000172493.23	132326
chr4	87221123	87221372			inside exon	inside	18942	inside exon	0	2	2	inside transcription region	-	20790		ENSG00000145332.14	92243
chr4	87234809	87236294			inside intron	inside	4020	inside intron	3963	1	2	inside transcription region	-	20790		ENSG00000145332.14	92243
chr4	87371584	87372103			inside intron	inside	19046	inside intron	605	3	6	inside transcription region	-	53874		ENSG00000198189.11	162356
chr4	87857521	87859305			inside intron	inside	114418	inside intron	-12966	4	4	inside transcription region	-	129337		ENSG00000307815.1	379669
chr4	87863646	87864026			inside intron	inside	109697	inside intron	-19091	4	4	inside transcription region	-	129337		ENSG00000307815.1	379669
chr4	87921833	87922890			inside intron	inside	723	inside intron	665	1	4	inside transcription region	-	43782		ENSG00000307815.1	379674
chr4	88696714	88697382			inside intron	inside	172904	inside intron	6715	24	26	inside transcription region	+	184640		ENSG00000287542.1	312736
chr4	88760107	88761299			inside intron	inside	7115	inside intron	-1205	3	3	inside transcription region	-	9624		ENSG00000138640.15	82055
chr4	88820117	88821187			inside intron	inside	290211	inside intron	-15064	9	13	inside transcription region	-	343415		ENSG00000138640.15	82056
chr4	89298147	89299719			inside intron	inside	7862	inside intron	-4335	2	2	inside transcription region	-	14787		ENSG00000297652.1	352070
chr4	89641017	89642383			inside intron	inside	62207	inside intron	-54312	3	4	inside transcription region	-	122083		ENSG00000288563.1	315189
chr4	91791637	91792007			downstream	downstream	93247				1		-	208		ENSG00000249891.2	246586
chr4	94864164	94865078			inside intron	inside	106209	inside intron	10752	2	13	5' UTR	+	400493		ENSG00000138696.11	82264
chr4	95044510	95045496			inside intron	inside	48278	inside intron	-48125	1	11	5' UTR	+	158441		ENSG00000138696.11	82268
chr4	95445570	95445936			inside intron	inside	103264	inside intron	102797	1	6	inside transcription region	-	301254		ENSG00000182168.16	145161
chr4	95806745	95807915			downstream	downstream	32130				2		-	2092		ENSG00000295373.1	346052
chr4	96507020	96507844			inside intron	inside	196288	inside intron	-55458	2	4	inside transcription region	+	508132		ENSG00000248510.3	241992
chr4	98125128	98126393			inside intron	inside	17083	inside intron	2034	3	11	inside transcription region	-	584604		ENSG00000163116.10	112605
chr4	98929915	98930474			inside intron	inside	559	inside intron	-446	1	2	inside transcription region	+	4299		ENSG00000296561.1	349380
chr4	99562851	99562978			inside intron	inside	694	inside intron	579	1	3	inside transcription region	-	5983		ENSG00000145331.14	92235
chr4	100208786	100209949			inside intron	inside	205	inside intron	-34	1	2	inside transcription region	+	6929		ENSG00000249710.2	245510
chr4	100908594	100909487			upstream	upstream	28468				6		-	400154		ENSG00000164035.10	115184
chr4	101456207	101458017			inside intron	inside	36246	inside intron	-33548	2	21	5' UTR	+	654851		ENSG00000153064.12	101077
chr4	101791186	101792365			inside intron	inside	456	inside intron	-235	1	17	inside transcription region	+	284082		ENSG00000153064.12	101080
chr4	102868141	102868435			inside intron	inside	426	inside intron	279	1	6	5' UTR	-	67392		ENSG00000109332.20	42077
chr4	103075252	103075520			inside intron	inside	10309	inside intron	6560	4	6	inside transcription region	-	19370		ENSG00000164038.16	115206
chr4	103718817	103719071			inside intron	inside	914	inside intron	56	1	5	inside transcription region	-	133954		ENSG00000169836.5	127957
chr4	104486935	104490281			inside intron	inside	4620	inside intron	4224	2	3	inside transcription region	-	25387		ENSG00000168772.12	125952
chr4	105087960	105088443			inside intron	inside	26556	inside intron	-26485	1	4	inside transcription region	+	58596		ENSG00000248373.8	241611
chr4	105472086	105472828			inside intron	inside	1204	inside intron	1065	1	2	inside transcription region	-	17951		ENSG00000138777.20	82598
chr4	105995392	105995798			inside intron	inside	36304	inside intron	7915	2	2	inside transcription region	+	44939		ENSG00000168743.13	125899
chr4	107718791	107719024			inside intron	inside	1189	inside intron	979	1	3	inside transcription region	-	26373		ENSG00000138801.9	82710
chr4	107932407	107932691			inside intron	inside	56490	inside intron	3795	3	4	inside transcription region	-	78787		ENSG00000245293.6	237203
chr4	107990852	107991119			inside intron	inside	799	inside intron	-787	1	7	inside transcription region	+	45059		ENSG00000138796.18	82680
chr4	108513152	108513456			downstream	downstream	106957				4		-	82223		ENSG00000234492.7	216635
chr4	108514436	108515416			downstream	downstream	104997				4		-	82223		ENSG00000234492.7	216635
chr4	108713690	108715232			downstream	downstream	22824				3		+	3973		ENSG00000297518.1	351840
chr4	109008750	109009904			inside intron	inside	292739	inside intron	453	6	35	inside transcription region	-	478767		ENSG00000188517.17	155282
chr4	109422534	109422893			inside intron	inside	10874	inside intron	-6015	4	4	inside transcription region	-	17839		ENSG00000247950.10	240545
chr4	109702317	109702392			inside intron	inside	1191	inside intron	963	1	4	inside transcription region	-	9002		ENSG00000138794.10	82639
chr4	109869861	109870682			inside intron	inside	18045	inside intron	-11341	3	3	inside transcription region	-	30518		ENSG00000296171.1	348423
chr4	110411006	110411644			inside intron	inside	45273	inside intron	-45201	1	5	inside transcription region	+	140525		ENSG00000138792.10	82627
chr4	110585954	110586200			inside intron	inside	29314	inside intron	9531	2	3	inside transcription region	-	92613		ENSG00000250103.4	247177
chr4	111663565	111663745			inside intron	inside	21319	inside intron	7603	3	9	inside transcription region	+	97625		ENSG00000248656.4	242526
chr4	112308367	112309802			inside intron	inside	10965	inside intron	5998	2	17	5' UTR	+	144257		ENSG00000073331.18	14953
chr4	112366960	112368982			inside intron	inside	7175	inside intron	1091	2	2	inside transcription region	+	11174		ENSG00000293208.1	338383
chr4	112508682	112509225			overlaps 3'	overlaps 3'	566	overlaps exon downstream	0	2	2	inside transcription region	-	641		ENSG00000293961.1	342801
chr4	112910294	112911050			inside intron	inside	49216	inside intron	-5779	2	7	inside transcription region	+	376925		ENSG00000145362.21	92384
chr4	112956442	112957057			inside intron	inside	95364	inside intron	-51927	2	7	inside transcription region	+	376925		ENSG00000145362.21	92384
chr4	114495091	114495769			inside intron	inside	37002	inside intron	1300	4	4	inside transcription region	+	39433		ENSG00000310216.1	385639
chr4	114515043	114515214			upstream	upstream	4688				2		-	67332		ENSG00000310194.1	385591
chr4	115662038	115664640			downstream	downstream	33778				2		+	1464		ENSG00000307587.1	379158
chr4	117084349	117084589			inside exon	inside	987	inside exon	0	1	1	inside transcription region	-	2022		ENSG00000174599.5	135772
chr4	118056627	118058878			inside intron	inside	22141	inside intron	-1735	2	14	inside transcription region	+	224148		ENSG00000164100.9	115541
chr4	118265807	118265937			inside exon	inside	173	inside exon	0	1	2	inside transcription region	+	1128		ENSG00000297414.1	351604
chr4	118351757	118351922			inside intron	inside	1081	inside intron	296	1	13	inside transcription region	-	72965		ENSG00000164099.3	115536
chr4	118590840	118592236			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	11	inside transcription region	+	36514		ENSG00000291201.2	335427
chr4	119066524	119067699			downstream	downstream	43053				4		+	37776		ENSG00000172403.11	132202
chr4	119316397	119318715			inside intron	inside	15324	inside intron	-15297	1	5	inside transcription region	+	77949		ENSG00000294020.1	342952
chr4	119330600	119333096			inside intron	inside	29527	inside intron	1231	2	5	inside transcription region	+	77949		ENSG00000294020.1	342952
chr4	119394887	119395369			inside intron	inside	94182	inside intron	7706	6	6	inside transcription region	+	102551		ENSG00000294020.1	342949
chr4	119455803	119456181			inside intron	inside	772	inside intron	-669	1	6	inside transcription region	+	96994		ENSG00000291203.2	335604
chr4	121379935	121380064			inside intron	inside	995	inside intron	243	1	2	inside transcription region	-	40926		ENSG00000186867.11	153090
chr4	121695731	121695880			inside intron	inside	1095	inside intron	700	2	5	inside transcription region	-	15304		ENSG00000164111.15	115569
chr4	121709579	121710851			inside intron	inside	27178	inside intron	1280	2	4	inside transcription region	-	35763		ENSG00000299882.1	357600
chr4	121952332	121952512			overlaps exon downstream	inside	187	overlaps exon downstream	0	1	4	inside transcription region	+	37540		ENSG00000289342.3	318307
chr4	123351856	123352528			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	4	inside transcription region	-	2528		ENSG00000287951.2	314367
chr4	123400171	123400349			inside exon	inside	203	inside exon	0	1	2	5' UTR	+	1728		ENSG00000164056.11	115306
chr4	124010069	124013450			downstream	downstream	14908				3		-	4390		ENSG00000286700.2	309200
chr4	124024295	124025737			overlaps exon upstream	inside	2618	overlaps exon upstream	0	3	3	inside transcription region	-	4065		ENSG00000286700.2	309201
chr4	124459313	124460156			downstream	downstream	3634				1		-	927		ENSG00000248565.2	242371
chr4	126916695	126917746			downstream	downstream	110473				1		-	112		ENSG00000199862.1	165028
chr4	127196722	127197554			inside intron	inside	272993	inside intron	-2228	5	5	inside transcription region	-	276194		ENSG00000248491.7	241918
chr4	128190466	128192004			inside intron	inside	11119	inside intron	7434	2	8	inside transcription region	+	43248		ENSG00000138709.20	82308
chr4	128553199	128554521			inside intron	inside	253061	inside intron	2468	6	6	inside transcription region	+	257447		ENSG00000251432.9	251628
chr4	129096018	129096260			inside intron	inside	2318	inside intron	-1989	1	5	5' UTR	+	16266		ENSG00000151470.13	99239
chr4	129113388	129114804			inside exon	inside	17236	inside exon	0	6	6	3'UTR	+	20485		ENSG00000151470.13	99242
chr4	131733083	131733223			inside intron	inside	460	inside intron	-271	1	3	inside transcription region	+	42276		ENSG00000251676.3	252444
chr4	131750617	131750670			inside intron	inside	535	inside intron	-413	1	3	inside transcription region	+	24636		ENSG00000251676.3	252455
chr4	134202071	134202452			inside intron	inside	124997	inside intron	-35422	3	4	inside transcription region	-	162054		ENSG00000251199.7	250618
chr4	134495454	134495783			inside intron	inside	111968	inside intron	-37601	5	6	inside transcription region	+	161923		ENSG00000251291.3	251016
chr4	138199458	138200058			inside intron	inside	23186	inside intron	14526	3	7	inside transcription region	-	51400		ENSG00000151012.13	98681
chr4	138587261	138590814			inside intron	inside	277453	inside intron	21774	6	6	inside transcription region	+	303009		ENSG00000251372.9	251475
chr4	139014769	139014958			inside intron	inside	509	inside intron	252	1	4	inside transcription region	-	195513		ENSG00000250195.2	247487
chr4	139279044	139279168			inside intron	inside	1057	inside intron	908	1	4	inside transcription region	-	14060		ENSG00000137463.5	79650
chr4	139602704	139603267			inside intron	inside	34029	inside intron	14606	3	3	inside transcription region	+	49458		ENSG00000286896.3	309987
chr4	139650410	139650903			inside intron	inside	15160	inside intron	13572	2	4	inside transcription region	-	38256		ENSG00000261268.3	275343
chr4	139901110	139903212			inside intron	inside	249757	inside intron	-170442	2	4	inside transcription region	-	432757		ENSG00000196782.13	158861
chr4	140579464	140579783			overlaps 3'	overlaps 3'	1619	overlaps exon downstream	0	2	2	inside transcription region	+	1812		ENSG00000287449.1	312449
chr4	140920750	140922814			inside intron	inside	210235	inside intron	3162	5	6	inside transcription region	-	221996		ENSG00000170153.11	128409
chr4	141130892	141131568			inside intron	inside	1481	inside intron	756	1	6	inside transcription region	-	221996		ENSG00000170153.11	128409
chr4	141220290	141220576			promoter	promoter	311				2		+	1989		ENSG00000109445.11	42308
chr4	141332967	141333934			inside intron	inside	19328	inside intron	-8054	2	3	inside transcription region	-	30196		ENSG00000248810.5	243069
chr4	142405217	142405588			overlaps exon upstream	inside	441844	overlaps exon upstream	0	6	6	inside transcription region	-	442223		ENSG00000109452.13	42328
chr4	143019536	143021337			inside intron	inside	163543	inside intron	-6446	3	3	inside transcription region	-	172786		ENSG00000250326.3	247857
chr4	143131172	143132009			inside intron	inside	52854	inside intron	-19988	2	4	inside transcription region	-	106231		ENSG00000250326.3	247866
chr4	143335473	143335572			promoter	promoter	1304				11		+	137689		ENSG00000109458.10	42342
chr4	143559763	143559978			inside exon	inside	268	inside exon	0	1	7	inside transcription region	+	189675		ENSG00000251600.10	252148
chr4	143709019	143709778			inside intron	inside	8285	inside intron	-8178	1	8	inside transcription region	+	281540		ENSG00000251600.10	252175
chr4	143735907	143737053			inside intron	inside	35173	inside intron	1921	2	8	inside transcription region	+	281540		ENSG00000251600.10	252175
chr4	143751813	143753242			inside intron	inside	51079	inside intron	-12695	2	8	inside transcription region	+	281540		ENSG00000251600.10	252175
chr4	143911914	143912462			inside intron	inside	255	inside intron	77	2	3	inside transcription region	+	2308		ENSG00000251600.10	252177
chr4	145732421	145732547			overlaps exon upstream	inside	52275	overlaps exon upstream	0	6	6	inside transcription region	+	52651		ENSG00000237136.8	224912
chr4	146186732	146187072			inside intron	inside	3809	inside intron	201	2	2	inside transcription region	+	4628		ENSG00000164167.12	115781
chr4	146939225	146940036			inside intron	inside	5218	inside intron	-4887	1	3	inside transcription region	+	72811		ENSG00000248764.2	242925
chr4	147596121	147597572			inside intron	inside	19643	inside intron	19515	1	2	inside transcription region	-	47168		ENSG00000251298.2	251031
chr4	150955521	150955816			inside intron	inside	59461	inside intron	-26455	3	51	inside transcription region	-	700554		ENSG00000198589.15	163285
chr4	150957021	150961046			inside intron	inside	54231	inside intron	-27955	3	51	inside transcription region	-	700554		ENSG00000198589.15	163285
chr4	150962442	150963334			inside intron	inside	51943	inside intron	-33376	3	51	inside transcription region	-	700554		ENSG00000198589.15	163285
chr4	151169289	151170080			inside intron	inside	5472	inside intron	4589	1	13	inside transcription region	-	53732		ENSG00000109686.21	42653
chr4	151323355	151324526			inside intron	inside	84839	inside intron	2524	3	8	5' UTR	-	232548		ENSG00000109686.21	42659
chr4	151409967	151410146			inside intron	inside	615	inside intron	-501	1	3	5' UTR	+	156947		ENSG00000164142.16	115709
chr4	151945893	151948206			inside intron	inside	33011	inside intron	18789	3	3	inside transcription region	+	54941		ENSG00000251249.3	250901
chr4	152989541	152990864			downstream	downstream	5325				2		-	1253		ENSG00000294679.1	344515
chr4	153790658	153790993			inside intron	inside	1453	inside intron	-1254	1	7	inside transcription region	+	221266		ENSG00000280241.5	299692
chr4	153791606	153791872			inside intron	inside	2401	inside intron	-2202	1	7	inside transcription region	+	221266		ENSG00000280241.5	299692
chr4	154333634	154333898			inside intron	inside	21832	inside intron	-139	4	4	inside transcription region	-	22460		ENSG00000197410.14	160390
chr4	154489849	154490089			inside exon	inside	1245	inside exon	0	1	2	inside transcription region	-	4891		ENSG00000197410.14	160391
chr4	154744844	154745582			overlaps exon downstream	inside	844	overlaps exon downstream	0	2	3	inside transcription region	+	9120		ENSG00000121207.12	57101
chr4	154781430	154781906			overlaps exon downstream	inside	158	overlaps exon downstream	0	1	5	5' UTR	+	47541		ENSG00000151962.8	99950
chr4	154845927	154846794			downstream	downstream	64655				5		+	47541		ENSG00000151962.8	99950
chr4	156237128	156237312			inside intron	inside	15733	inside intron	-10758	2	3	inside transcription region	-	31745		ENSG00000301377.1	361515
chr4	157061526	157061937			inside intron	inside	14992	inside intron	-2376	2	3	inside transcription region	-	30321		ENSG00000304483.1	370829
chr4	157219461	157219635			inside intron	inside	15279	inside intron	-15025	1	2	inside transcription region	+	99523		ENSG00000120251.22	56034
chr4	158169682	158170206			inside exon	inside	2840	inside exon	0	2	2	3'UTR	-	4692		ENSG00000164125.16	115670
chr4	158171464	158172247			overlaps exon downstream	inside	91	overlaps exon downstream	0	1	5	inside transcription region	+	29540		ENSG00000248429.6	241702
chr4	158209439	158209958			inside intron	inside	18790	inside intron	-8980	2	3	inside transcription region	-	29643		ENSG00000250604.3	248732
chr4	158413070	158415225			inside intron	inside	97759	inside intron	7044	2	20	5' UTR	+	336901		ENSG00000171509.16	130557
chr4	158440772	158442281			inside intron	inside	125461	inside intron	-18403	2	20	5' UTR	+	336901		ENSG00000171509.16	130557
chr4	159010466	159010788			inside intron	inside	37528	inside intron	-2397	2	2	inside transcription region	-	40316		ENSG00000302220.1	363744
chr4	159105310	159106520			inside intron	inside	1132	inside intron	-1078	1	9	inside transcription region	+	210590		ENSG00000109756.10	42697
chr4	159197771	159198010			inside intron	inside	93593	inside intron	-4514	3	9	inside transcription region	+	210590		ENSG00000109756.10	42697
chr4	161308018	161310393			upstream	upstream	30762				2		-	32702		ENSG00000306264.1	375240
chr4	162351165	162352759			downstream	downstream	28977				3		+	1719		ENSG00000251253.1	250914
chr4	162489252	162490803			downstream	downstream	31183				2		+	3864		ENSG00000307410.1	378777
chr4	163330790	163331460			inside intron	inside	13372	inside intron	-4084	2	2	5' UTR	-	18351		ENSG00000164128.7	115678
chr4	163343019	163343253			inside intron	inside	1579	inside intron	1051	1	2	5' UTR	-	18351		ENSG00000164128.7	115678
chr4	163493847	163494093			promoter	promoter	349				7		+	25278		ENSG00000198498.10	163026
chr4	163544465	163544890			inside intron	inside	68623	inside intron	705	4	5	3'UTR	-	84863		ENSG00000145416.14	92500
chr4	163550406	163551032			covers exon(s)	inside	62481	covers exon(s)	0	4	5	3'UTR	-	84863		ENSG00000145416.14	92500
chr4	163831321	163832140			inside intron	inside	303357	inside intron	21880	5	6	inside transcription region	-	434661		ENSG00000145416.14	92506
chr4	164956434	164957474			inside intron	inside	20183	inside intron	-1337	4	5	inside transcription region	-	23211		ENSG00000183439.10	147313
chr4	165113600	165113712			inside intron	inside	94837	inside intron	-10503	3	7	inside transcription region	-	130129		ENSG00000170088.14	128341
chr4	165328880	165329795			inside intron	inside	953	inside intron	-757	1	2	5' UTR	+	5698		ENSG00000052802.13	8613
chr4	165341806	165342652			overlaps exon upstream	inside	5646	overlaps exon upstream	0	3	3	inside transcription region	-	6598		ENSG00000309940.1	384868
chr4	165379924	165380185			inside intron	inside	638	inside intron	-395	1	2	inside transcription region	+	2188		ENSG00000109472.14	42369
chr4	165426736	165429656			inside intron	inside	8510	inside intron	-8447	1	5	5' UTR	+	66212		ENSG00000109472.14	42371
chr4	166766405	166766862			inside intron	inside	467203	inside intron	-11675	6	6	3'UTR	-	479423		ENSG00000196104.11	156827
chr4	167232321	167233156			inside intron	inside	1176	inside intron	828	1	4	inside transcription region	-	233970		ENSG00000196104.11	156834
chr4	168153885	168154052			inside intron	inside	61348	inside intron	8475	4	12	inside transcription region	+	95199		ENSG00000109511.12	42394
chr4	168260360	168260707			inside intron	inside	50658	inside intron	157	25	26	3'UTR	-	58538		ENSG00000137628.18	80054
chr4	168479750	168480032			inside intron	inside	57754	inside intron	-3629	5	5	inside transcription region	-	61719		ENSG00000181381.15	144356
chr4	168481046	168481943			inside intron	inside	55843	inside intron	-4925	5	5	inside transcription region	-	61719		ENSG00000181381.15	144356
chr4	168816653	168817277			inside intron	inside	104494	inside intron	73644	2	4	5' UTR	+	186527		ENSG00000129116.20	65995
chr4	168877543	168877955			inside intron	inside	128833	inside intron	-13569	4	4	inside transcription region	-	142995		ENSG00000145439.12	92545
chr4	169008915	169009278			covers exon(s)	inside	997	covers exon(s)	0	2	3	overlaps 3'UTR	-	2634		ENSG00000145439.12	92550
chr4	169268738	169269572			covers exon(s)	inside	1384	covers exon(s)	0	2	12	overlaps 5' UTR	-	176697		ENSG00000154447.15	102437
chr4	169315014	169316126			inside intron	inside	13334	inside intron	11525	2	3	inside transcription region	-	38335		ENSG00000301423.1	361622
chr4	169774710	169775524			inside intron	inside	16632	inside intron	-11783	3	6	inside transcription region	+	97458		ENSG00000295852.1	347367
chr4	170975678	170977657			promoter	promoter	1616				2		+	15362		ENSG00000286580.2	308629
chr4	172774257	172776915			inside intron	inside	721812	inside intron	32445	5	12	inside transcription region	+	987655		ENSG00000174473.17	135629
chr4	173170594	173171850			inside intron	inside	1783	inside intron	-1632	1	12	inside transcription region	+	155156		ENSG00000109586.12	42436
chr4	173372943	173374078			covers exon(s)	inside	1989	covers exon(s)	0	3	4	inside transcription region	+	6578		ENSG00000164105.4	115548
chr4	173495004	173495192			inside intron	inside	28519	inside intron	-18184	2	2	inside transcription region	-	47117		ENSG00000302225.1	363755
chr4	174120429	174120605			inside intron	inside	32886	inside intron	9437	2	2	inside transcription region	+	42788		ENSG00000295367.1	346041
chr4	174136080	174136684			inside intron	inside	48552	inside intron	43590	2	2	inside transcription region	+	93218		ENSG00000295367.1	346040
chr4	175671918	175672287			inside intron	inside	139977	inside intron	1392	4	5	inside transcription region	-	160324		ENSG00000150625.17	98300
chr4	175809090	175810573			inside intron	inside	18783	inside intron	-327	7	8	inside transcription region	+	21882		ENSG00000249106.1	243716
chr4	176065042	176065220			promoter	promoter	621				29		+	116974		ENSG00000150627.16	98307
chr4	177249332	177250453			inside intron	inside	50827	inside intron	-4128	2	3	inside transcription region	-	58746		ENSG00000287544.2	312748
chr4	177441240	177441615			covers exon(s)	inside	794	covers exon(s)	0	1	2	inside transcription region	-	2367		ENSG00000038002.9	6631
chr4	180517925	180519127			inside intron	inside	68295	inside intron	20543	2	2	inside transcription region	+	90079		ENSG00000299149.1	355727
chr4	180628809	180629776			downstream	downstream	45647				3		-	16539		ENSG00000295731.1	347087
chr4	180639442	180640362			downstream	downstream	35061				3		-	16539		ENSG00000295731.1	347087
chr4	180918914	180920735			downstream	downstream	91635				2		+	2145		ENSG00000298435.1	353991
chr4	181281163	181281793			upstream	upstream	11930				2		+	12395		ENSG00000304972.1	372222
chr4	181470518	181471683			downstream	downstream	35500				3		-	31838		ENSG00000305728.1	374007
chr4	181874653	181875714			inside intron	inside	135167	inside intron	-6820	2	4	inside transcription region	+	305931		ENSG00000299420.1	356507
chr4	182139662	182140528			inside intron	inside	3925	inside intron	3518	2	3	inside transcription region	-	56334		ENSG00000177822.11	140490
chr4	182384722	182385067			inside intron	inside	141320	inside intron	-37792	3	28	inside transcription region	+	559622		ENSG00000218336.9	178814
chr4	182805939	182806067			promoter	promoter	482				2		+	729		ENSG00000309834.1	384607
chr4	183012238	183013951			upstream	upstream	3475				3		+	18674		ENSG00000286821.2	309771
chr4	183342763	183343540			inside intron	inside	13557	inside intron	6139	3	5	inside transcription region	-	26812		ENSG00000301933.1	363090
chr4	183571287	183571823			inside intron	inside	46977	inside intron	-2963	2	2	inside transcription region	-	50517		ENSG00000295742.1	347108
chr4	183588502	183588843			inside intron	inside	29957	inside intron	-20178	2	2	inside transcription region	-	50517		ENSG00000295742.1	347108
chr4	183618711	183619293			covers exon(s)	inside	16382	covers exon(s)	0	2	3	inside transcription region	-	46071		ENSG00000295742.1	347109
chr4	183721358	183722600			upstream	upstream	3205				2		+	6767		ENSG00000287349.2	312094
chr4	183723390	183723538			promoter	promoter	2267				2		+	6767		ENSG00000287349.2	312094
chr4	183798979	183799136			inside intron	inside	1287	inside intron	-923	1	3	inside transcription region	+	219686		ENSG00000173320.12	133942
chr4	183860280	183861127			inside intron	inside	6849	inside intron	-6436	1	2	inside transcription region	+	147976		ENSG00000173320.12	133943
chr4	183908104	183908539			inside intron	inside	2797	inside intron	-1147	1	4	inside transcription region	+	118219		ENSG00000173320.12	133944
chr4	184040018	184040495			downstream	downstream	134711				4		+	118219		ENSG00000173320.12	133944
chr4	184100361	184101007			inside intron	inside	116866	inside intron	-2992	7	8	inside transcription region	-	129167		ENSG00000164303.11	116078
chr4	184870412	184871004			upstream	upstream	10226				1		-	472		ENSG00000289139.2	317475
chr4	184937472	184938111			inside intron	inside	43071	inside intron	21225	2	2	inside transcription region	+	65763		ENSG00000289197.3	317783
chr4	184965069	184965267			inside intron	inside	70862	inside intron	7932	2	2	inside transcription region	+	79378		ENSG00000289197.3	317781
chr4	185039727	185040116			upstream	upstream	10965				4		+	5598		ENSG00000250754.7	249120
chr4	185211258	185211576			inside intron	inside	1097	inside intron	-1002	1	5	inside transcription region	+	56867		ENSG00000109762.17	42719
chr4	185394768	185394946			overlaps exon downstream	inside	978	overlaps exon downstream	0	1	9	5' UTR	-	32052		ENSG00000109771.16	42723
chr4	185472348	185472723			inside intron	inside	853	inside intron	-587	1	4	inside transcription region	+	35560		ENSG00000249679.4	245445
chr4	186021550	186022505			promoter	promoter	523				3		-	4811		ENSG00000300873.1	360299
chr4	186145647	186146660			inside intron	inside	720	inside intron	-534	1	14	5' UTR	+	27215		ENSG00000109794.14	42759
chr4	186149593	186150270			overlaps exon downstream	inside	4666	overlaps exon downstream	0	3	14	5' UTR	+	27215		ENSG00000109794.14	42759
chr4	186203639	186204874			inside exon	inside	7551	inside exon	0	3	6	inside transcription region	+	16923		ENSG00000145476.16	92556
chr4	186266818	186267282			covers exon(s)	inside	618	covers exon(s)	0	2	5	overlaps 5' UTR	+	8697		ENSG00000088926.15	21923
chr4	186297655	186298875			inside intron	inside	202122	inside intron	-6622	2	4	inside transcription region	-	214903		ENSG00000251165.7	250492
chr4	186454020	186454814			inside intron	inside	100514	inside intron	-26921	2	2	inside transcription region	-	128782		ENSG00000272297.2	290249
chr4	186487374	186488091			inside intron	inside	67237	inside intron	-60275	2	2	inside transcription region	-	128782		ENSG00000272297.2	290249
chr4	186743358	186744094			inside intron	inside	15029	inside intron	-5596	2	2	inside transcription region	-	21776		ENSG00000294559.1	344209
chr4	187235515	187235722			inside intron	inside	269898	inside intron	-7724	4	4	inside transcription region	-	278291		ENSG00000250658.2	248911
chr4	187465433	187465701			inside intron	inside	39879	inside intron	39590	1	4	inside transcription region	-	197853		ENSG00000250658.2	248923
chr4	187921607	187923559			promoter	promoter	1612				3		+	7224		ENSG00000308841.1	382297
chr4	188218062	188218802			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	inside transcription region	+	29152		ENSG00000304734.1	371504
chr4	188282122	188282344			downstream	downstream	21430				4		+	15314		ENSG00000301287.1	361279
chr4	188283202	188283289			downstream	downstream	22510				4		+	15314		ENSG00000301287.1	361279
chr4	188375823	188376378			inside intron	inside	35727	inside intron	-17044	3	3	inside transcription region	-	53656		ENSG00000304922.1	372083
chr4	188505709	188506340			inside intron	inside	19930	inside intron	-19843	1	2	inside transcription region	+	195272		ENSG00000249378.9	244594
chr4	188593644	188594199			inside intron	inside	107865	inside intron	86521	2	2	inside transcription region	+	195272		ENSG00000249378.9	244594
chr4	188664590	188668644			inside intron	inside	3498	inside intron	-3445	1	2	inside transcription region	+	19576		ENSG00000249378.9	244596
chr4	188843400	188843845			upstream	upstream	24878				4		-	40850		ENSG00000250626.4	248804
chr4	189188277	189189163			inside intron	inside	3386	inside intron	3255	1	6	inside transcription region	-	131716		ENSG00000301147.1	360963
chr4	189272823	189277882			downstream	downstream	13454				2		-	2659		ENSG00000249877.1	246564
chr4	189617621	189617962			overlaps exon upstream	inside	9301	overlaps exon upstream	0	2	2	inside transcription region	-	9783		ENSG00000307504.1	378982
chr4	189707184	189708363			inside intron	inside	13912	inside intron	7871	3	4	inside transcription region	-	24750		ENSG00000305047.1	372399
chr4	189810323	189811155			inside intron	inside	129116	inside intron	-29523	3	3	inside transcription region	-	159935		ENSG00000245685.10	237714
chr4	190037872	190037925			overlaps 3'	overlaps 3'	474	overlaps exon downstream	0	1	1	inside transcription region	-	483		ENSG00000250053.1	247021
chr4	190038724	190038848			inside intron	inside	754	inside intron	-621	1	2	inside transcription region	+	7155		ENSG00000310323.1	385916
chr5	51123	51708			overlaps two exons	inside	67	overlaps two exons	0	1	2	inside transcription region	+	1060		ENSG00000310038.1	385089
chr5	191687	191884			inside exon	inside	192	inside exon	0	1	2	inside transcription region	+	4839		ENSG00000185028.4	149717
