chr	start	end	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand	geneL	codingL	Geneid	subjectHits
chr1	242906636	242906846			downstream	downstream	16389				1		+	556		ENSG00000277704.1	296607
chr1	242924957	242925350			downstream	downstream	34710				1		+	556		ENSG00000277704.1	296607
chr1	243101394	243102245			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	18	inside transcription region	-	45452		ENSG00000291217.2	335841
chr1	243316527	243316788			overlaps exon upstream	inside	8743	overlaps exon upstream	0	3	3	inside transcription region	+	9111		ENSG00000054282.16	8797
chr1	243473476	243473761			inside intron	inside	55459	inside intron	2169	3	3	inside transcription region	+	58347		ENSG00000054282.16	8799
chr1	244012054	244012440			inside intron	inside	1172	inside intron	-1133	1	5	inside transcription region	+	36438		ENSG00000226828.3	191978
chr1	244154536	244155123			downstream	downstream	20983				2		+	6023		ENSG00000294642.1	344423
chr1	244188081	244188839			covers exon(s)	inside	613	covers exon(s)	0	2	3	inside transcription region	+	2817		ENSG00000306473.1	376228
chr1	244299194	244299738			inside intron	inside	25460	inside intron	-13918	2	3	inside transcription region	-	41209		ENSG00000289439.3	318788
chr1	244341513	244341644			inside intron	inside	4798	inside intron	1264	2	2	inside transcription region	+	6413		ENSG00000300752.1	360032
chr1	244729465	244729696			inside intron	inside	1815	inside intron	424	2	2	inside transcription region	+	2755		ENSG00000301052.1	360731
chr1	244801443	244801643			upstream	upstream	14129				2		+	1405		ENSG00000296134.1	348344
chr1	245590120	245590333			inside intron	inside	79118	inside intron	12243	3	12	inside transcription region	+	198429		ENSG00000162849.16	112078
chr1	245652270	245653455			inside intron	inside	6178	inside intron	-5989	1	3	inside transcription region	+	41222		ENSG00000162849.16	112079
chr1	245687754	245688555			inside exon	inside	176752	inside exon	0	9	12	inside transcription region	+	198429		ENSG00000162849.16	112078
chr1	246035266	246036379			inside intron	inside	318956	inside intron	-105328	6	6	inside transcription region	-	425437		ENSG00000185420.19	150547
chr1	246505226	246506139			inside intron	inside	1093	inside intron	914	1	5	inside transcription region	-	180468		ENSG00000185420.19	150550
chr1	246521999	246522089			inside intron	inside	2198	inside intron	2107	1	3	inside transcription region	-	8248		ENSG00000242042.1	232682
chr1	246647155	246647352			inside exon	inside	80694	inside exon	0	9	9	inside transcription region	+	81782		ENSG00000162852.14	112083
chr1	246647697	246648654			overlaps exon downstream	inside	81241	overlaps exon downstream	0	9	11	inside transcription region	+	102139		ENSG00000162852.14	112082
chr1	246680306	246680807			promoter	promoter	1301				1		+	2967		ENSG00000260698.1	274037
chr1	246696545	246696864			downstream	downstream	6850				3		+	2179		ENSG00000235021.2	218587
chr1	246698724	246698981			downstream	downstream	9029				3		+	2179		ENSG00000235021.2	218587
chr1	246805132	246805374			inside intron	inside	9533	inside intron	-9457	1	2	inside transcription region	+	55334		ENSG00000300578.1	359626
chr1	246863830	246864068			overlaps exon downstream	inside	230	overlaps exon downstream	0	1	2	inside transcription region	-	2340		ENSG00000153207.16	101254
chr1	247007081	247007324			inside intron	inside	733	inside intron	581	1	4	inside transcription region	-	22734		ENSG00000197472.15	160565
chr1	247079212	247079436			promoter	promoter	401				4		-	44174		ENSG00000277462.2	296327
chr1	247102397	247103431			covers exon(s)	inside	934	covers exon(s)	0	2	3	inside transcription region	-	3075		ENSG00000188295.15	154987
chr1	247127684	247128304			inside intron	inside	1259	inside intron	-1089	1	6	inside transcription region	+	59332		ENSG00000305271.1	372959
chr1	247373379	247374147			covers exon(s)	inside	8165	covers exon(s)	0	2	3	inside transcription region	+	28536		ENSG00000289234.3	317975
chr1	247390034	247390420			covers exon(s)	inside	859	covers exon(s)	0	2	3	inside transcription region	+	4773		ENSG00000289234.3	317978
chr1	247461882	247463937			upstream	upstream	3777				3		-	8987		ENSG00000177535.10	139893
chr1	247517974	247518648			inside intron	inside	10850	inside intron	8291	2	7	5' UTR	+	67091		ENSG00000169224.13	126835
chr1	247524771	247525844			inside exon	inside	4960	inside exon	0	4	4	inside transcription region	-	6124		ENSG00000196242.10	157197
chr1	247530355	247531255			inside exon	inside	5185	inside exon	0	3	3	3'UTR	-	11763		ENSG00000196242.10	157196
chr1	247639118	247639874			inside intron	inside	976	inside intron	836	1	3	inside transcription region	-	42897		ENSG00000236817.6	223882
chr1	247781725	247787053			downstream	downstream	11556				2		+	9355		ENSG00000228336.2	197280
chr1	247797755	247799607			downstream	downstream	24512				3		-	9459		ENSG00000196772.5	158844
chr1	247936918	247938601			covers	covers	0	covers exon(s)			1		+	722		ENSG00000289367.2	318464
chr1	248310474	248312785			upstream	upstream	7050				3		-	13285		ENSG00000177201.3	139425
chr1	248430497	248431978			upstream	upstream	4381				2		+	7957		ENSG00000227152.6	193271
chr1	248590190	248590333			inside intron	inside	52641	inside intron	52332	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248591887	248593692			inside intron	inside	49282	inside intron	48973	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248595995	248596627			inside intron	inside	46347	inside intron	46038	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248598904	248599514			inside intron	inside	43460	inside intron	43151	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248603958	248607266			inside intron	inside	35708	inside intron	35399	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248618260	248619520			inside intron	inside	23454	inside intron	23145	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248620911	248629839			inside intron	inside	13135	inside intron	12826	1	2	inside transcription region	-	158004		ENSG00000229255.2	200614
chr1	248630952	248631926			covers exon(s)	inside	3165	covers exon(s)	0	1	2	5' UTR	-	11534		ENSG00000279301.5	298568
chr1	248650472	248650854			inside exon	inside	4674	inside exon	0	3	3	inside transcription region	-	5690		ENSG00000187701.5	154141
chr1	248691977	248692301			overlaps exon downstream	inside	117	overlaps exon downstream	0	1	3	inside transcription region	+	25126		ENSG00000293517.2	341096
chr1	248703003	248710205			inside intron	inside	10923	inside intron	-5795	2	5	inside transcription region	+	51863		ENSG00000293517.2	341100
chr1	248712617	248714089			inside intron	inside	17025	inside intron	-4284	3	3	inside transcription region	-	22888		ENSG00000307390.1	378746
chr2	198818	199501			inside intron	inside	312	inside intron	-202	1	3	inside transcription region	+	11407		ENSG00000227061.3	193003
chr2	231941	232754			covers exon(s)	inside	32112	covers exon(s)	0	6	7	inside transcription region	-	33729		ENSG00000035115.22	6384
chr2	440052	440215			upstream	upstream	6392				4		+	4398		ENSG00000293856.1	342422
chr2	613545	613966			downstream	downstream	11929				2		-	1801		ENSG00000309949.1	384880
chr2	636529	636851			downstream	downstream	10395				2		+	1775		ENSG00000301560.1	361989
chr2	675982	676223			inside exon	inside	564	inside exon	0	2	2	inside transcription region	-	1178		ENSG00000151353.16	99136
chr2	694639	695196			inside intron	inside	1608	inside intron	-993	1	2	inside transcription region	+	4351		ENSG00000233296.3	213078
chr2	747548	747943			inside intron	inside	120453	inside intron	-5494	3	3	inside transcription region	-	127249		ENSG00000237667.8	226656
chr2	868278	869743			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	3	inside transcription region	+	80809		ENSG00000298835.1	354948
chr2	951948	952148			inside intron	inside	1436	inside intron	-359	2	4	inside transcription region	-	3939		ENSG00000235688.4	220527
chr2	967690	968966			inside intron	inside	16751	inside intron	-16621	1	11	inside transcription region	+	416674		ENSG00000172554.12	132425
chr2	1149780	1150320			inside intron	inside	47234	inside intron	-11970	4	7	inside transcription region	+	106684		ENSG00000172554.12	132426
chr2	1270566	1270814			inside intron	inside	7722	inside intron	-2994	2	5	inside transcription region	+	104604		ENSG00000172554.12	132432
chr2	1282164	1282832			inside intron	inside	19320	inside intron	-14592	2	5	inside transcription region	+	104604		ENSG00000172554.12	132432
chr2	1305412	1306243			inside intron	inside	42568	inside intron	2250	3	5	inside transcription region	+	104604		ENSG00000172554.12	132432
chr2	1419143	1419510			inside intron	inside	161237	inside intron	-681	2	4	inside transcription region	-	214513		ENSG00000231482.3	207084
chr2	1477304	1477364			inside intron	inside	103383	inside intron	-58842	2	4	inside transcription region	-	214513		ENSG00000231482.3	207084
chr2	1565541	1566537			inside intron	inside	14210	inside intron	13663	1	4	inside transcription region	-	214513		ENSG00000231482.3	207084
chr2	1567649	1568091			inside intron	inside	12656	inside intron	12109	1	4	inside transcription region	-	214513		ENSG00000231482.3	207084
chr2	1675545	1675958			inside intron	inside	620	inside intron	498	1	4	inside transcription region	-	10222		ENSG00000130508.11	67622
chr2	1728757	1729745			inside intron	inside	15107	inside intron	15058	1	7	inside transcription region	-	64599		ENSG00000130508.11	67624
chr2	1797635	1798428			inside intron	inside	2025	inside intron	1738	2	3	inside transcription region	+	6338		ENSG00000284600.2	303394
chr2	1813209	1813809			inside intron	inside	109454	inside intron	-4041	14	15	inside transcription region	-	121567		ENSG00000186487.21	152507
chr2	1884727	1884952			inside intron	inside	446296	inside intron	-635	18	18	3'UTR	-	447312		ENSG00000186487.21	152517
chr2	2291909	2292197			inside intron	inside	32788	inside intron	-7405	2	2	inside transcription region	-	43054		ENSG00000186487.21	152534
chr2	2543402	2543608			downstream	downstream	22832				2		+	7534		ENSG00000300072.1	358308
chr2	2581507	2582193			inside intron	inside	31229	inside intron	-5192	2	4	inside transcription region	-	41575		ENSG00000290112.2	321251
chr2	2648868	2649184			inside intron	inside	7446	inside intron	-6467	2	2	inside transcription region	-	14641		ENSG00000234929.4	218241
chr2	3285061	3285656			inside intron	inside	92161	inside intron	-27605	5	5	inside transcription region	-	120466		ENSG00000032389.13	6106
chr2	3483044	3483685			inside intron	inside	5329	inside intron	1034	3	3	inside transcription region	+	7379		ENSG00000171853.16	131254
chr2	3594598	3595277			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	6	5' UTR	+	49812		ENSG00000118004.18	53707
chr2	3605003	3605893			inside intron	inside	3097	inside intron	-532	3	8	inside transcription region	+	42738		ENSG00000118004.18	53715
chr2	3606880	3607171			inside intron	inside	828	inside intron	-636	1	4	inside transcription region	+	38394		ENSG00000118004.18	53719
chr2	3656773	3657161			promoter	promoter	1039				12		+	44471		ENSG00000151360.10	99137
chr2	3668644	3668867			inside intron	inside	10444	inside intron	2228	2	12	5' UTR	+	44471		ENSG00000151360.10	99137
chr2	3704050	3704878			inside intron	inside	475	inside intron	-11	1	11	inside transcription region	+	144433		ENSG00000214866.9	176617
chr2	3774208	3774622			inside intron	inside	48262	inside intron	4193	6	8	inside transcription region	+	62586		ENSG00000214866.9	176618
chr2	3831032	3832139			inside intron	inside	127457	inside intron	15014	11	11	inside transcription region	+	144433		ENSG00000214866.9	176617
chr2	4358074	4359895			inside intron	inside	74062	inside intron	-73803	1	6	inside transcription region	+	346240		ENSG00000291325.1	336879
chr2	5365658	5366061			upstream	upstream	4347				4		+	7634		ENSG00000308446.1	381348
chr2	5697765	5697860			inside intron	inside	1545	inside intron	-1471	1	4	inside transcription region	+	11875		ENSG00000242540.3	233541
chr2	6253560	6254831			downstream	downstream	86951				8		-	83434		ENSG00000234275.5	215907
chr2	6918448	6918952			inside intron	inside	959	inside intron	-825	1	6	inside transcription region	+	122171		ENSG00000151692.15	99581
chr2	8003111	8004457			inside intron	inside	115155	inside intron	-13479	4	4	inside transcription region	-	130929		ENSG00000236790.8	223722
chr2	8457261	8457715			inside intron	inside	30557	inside intron	-15682	2	3	inside transcription region	-	48270		ENSG00000236790.8	223782
chr2	9183927	9183998			upstream	upstream	15763				2		-	14782		ENSG00000298534.1	354224
chr2	9303648	9304474			inside intron	inside	96836	inside intron	-6202	3	28	inside transcription region	+	198866		ENSG00000151693.11	99588
chr2	9311041	9311876			inside intron	inside	104229	inside intron	6647	4	28	inside transcription region	+	198866		ENSG00000151693.11	99588
chr2	9473652	9473907			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	4	5' UTR	+	10890		ENSG00000134330.19	73828
chr2	9475523	9475747			inside intron	inside	468	inside intron	-305	1	4	5' UTR	+	9412		ENSG00000134330.19	73838
chr2	9738884	9739914			close to 3'	close to 3'	869				1		-	140		ENSG00000200034.1	165099
chr2	9753904	9754605			inside exon	inside	22	inside exon	0	1	1	inside transcription region	+	971		ENSG00000303501.1	367079
chr2	10006394	10007025			inside intron	inside	2750	inside intron	-470	3	3	inside transcription region	-	4477		ENSG00000289033.3	317032
chr2	10044426	10044717			overlaps exon downstream	inside	181	overlaps exon downstream	0	1	4	5' UTR	+	10591		ENSG00000172059.11	131690
chr2	10090914	10091323			promoter	promoter	595				1		-	114		ENSG00000212558.1	173712
chr2	10097415	10097582			upstream	upstream	7096				1		-	114		ENSG00000212558.1	173712
chr2	10185183	10185588			inside intron	inside	43801	inside intron	24722	4	4	inside transcription region	+	70343		ENSG00000171848.16	131231
chr2	10196488	10196899			inside intron	inside	55106	inside intron	13411	4	4	inside transcription region	+	70343		ENSG00000171848.16	131231
chr2	10372699	10373418			inside intron	inside	70728	inside intron	187	2	2	inside transcription region	+	72349		ENSG00000298642.1	354479
chr2	10432228	10432492			covers exon(s)	inside	353	covers exon(s)	0	2	3	inside transcription region	-	1259		ENSG00000298739.1	354704
chr2	10541877	10542193			upstream	upstream	13207				2		+	1844		ENSG00000309797.1	384520
chr2	10573156	10573413			inside intron	inside	116545	inside intron	-965	19	19	3'UTR	-	118278		ENSG00000115761.17	51030
chr2	10844053	10844574			inside intron	inside	6295	inside intron	-6214	1	2	inside transcription region	+	47360		ENSG00000271952.4	289468
chr2	10903640	10904282			inside intron	inside	10169	inside intron	10116	1	3	inside transcription region	-	30577		ENSG00000296957.1	350398
chr2	11175402	11175949			inside intron	inside	3390	inside intron	1787	2	2	inside transcription region	+	6156		ENSG00000162976.13	112365
chr2	11373901	11374504			inside intron	inside	1289	inside intron	-1195	1	3	inside transcription region	+	30563		ENSG00000224177.9	183417
chr2	11391763	11392114			inside intron	inside	19151	inside intron	8257	2	3	inside transcription region	+	30563		ENSG00000224177.9	183417
chr2	11670471	11670603			promoter	promoter	276				4		-	12017		ENSG00000169006.7	126376
chr2	11689189	11689829			inside intron	inside	7749	inside intron	-5495	2	3	inside transcription region	+	21721		ENSG00000228496.3	197997
chr2	11693959	11695066			inside intron	inside	12519	inside intron	7870	3	3	inside transcription region	+	21721		ENSG00000228496.3	197997
chr2	11744959	11745253			overlaps exon downstream	inside	48	overlaps exon downstream	0	1	3	inside transcription region	-	4304		ENSG00000230790.2	204932
chr2	12106915	12107185			overlaps exon downstream	inside	97989	overlaps exon downstream	0	2	3	inside transcription region	+	122659		ENSG00000224184.8	183453
chr2	12170911	12171895			inside intron	inside	163792	inside intron	-4055	4	5	inside transcription region	+	187652		ENSG00000224184.8	183445
chr2	12223170	12224571			inside intron	inside	216052	inside intron	-56314	3	6	inside transcription region	+	571230		ENSG00000224184.8	183444
chr2	12914542	12915231			inside intron	inside	32786	inside intron	13702	4	4	inside transcription region	+	47590		ENSG00000310311.1	385889
chr2	13912695	13913427			inside intron	inside	487536	inside intron	-71080	3	5	inside transcription region	-	690432		ENSG00000230448.6	203899
chr2	15170067	15170916			inside intron	inside	181110	inside intron	-2743	19	19	3'UTR	-	185048		ENSG00000151779.14	99720
chr2	15372766	15373677			inside intron	inside	187640	inside intron	930	31	41	inside transcription region	-	262963		ENSG00000151779.14	99722
chr2	15696271	15696907			inside intron	inside	5431	inside intron	4321	2	4	inside transcription region	+	94914		ENSG00000231031.7	205586
chr2	15765404	15765856			inside intron	inside	74564	inside intron	17290	3	4	inside transcription region	+	94914		ENSG00000231031.7	205586
chr2	15818546	15819121			upstream	upstream	7669				2		-	9130		ENSG00000237326.1	225576
chr2	16013823	16014396			inside intron	inside	48489	inside intron	-16410	3	3	inside transcription region	-	65836		ENSG00000226764.2	191730
chr2	17538016	17538150			inside intron	inside	19378	inside intron	12114	2	2	inside transcription region	+	32443		ENSG00000308172.1	380537
chr2	18430322	18432212			inside intron	inside	26355	inside intron	-26282	1	3	inside transcription region	+	100517		ENSG00000287881.1	314063
chr2	20352355	20352906			promoter	promoter	121				6		-	40594		ENSG00000055917.17	9181
chr2	20445667	20446242			close to 3'	close to 3'	666				1		-	350		ENSG00000290108.2	321245
chr2	20636544	20636906			inside exon	inside	14172	inside exon	0	4	4	3'UTR	-	16362		ENSG00000118960.13	54590
chr2	23502069	23502287			inside intron	inside	116890	inside intron	-26401	2	14	5' UTR	+	323427		ENSG00000119771.15	55500
chr2	23663980	23664355			inside intron	inside	21588	inside intron	20043	2	7	inside transcription region	+	55540		ENSG00000119771.15	55502
chr2	24302973	24304555			covers exon(s)	inside	55954	covers exon(s)	0	10	17	inside transcription region	-	74186		ENSG00000198399.16	162845
chr2	24358835	24359175			inside intron	inside	1297	inside intron	1128	1	6	inside transcription region	-	48852		ENSG00000198399.16	162848
chr2	24402541	24403379			overlaps exon downstream	inside	121	overlaps exon downstream	0	1	2	inside transcription region	-	3107		ENSG00000307528.1	379029
chr2	24435637	24435993			inside intron	inside	30900	inside intron	30717	2	3	inside transcription region	+	68510		ENSG00000286829.2	309794
chr2	24841524	24841790			covers exon(s)	inside	36237	covers exon(s)	0	4	5	inside transcription region	-	36702		ENSG00000138031.15	80988
chr2	25129028	25129385			inside intron	inside	7355	inside intron	589	3	18	inside transcription region	+	32688		ENSG00000084710.14	20159
chr2	25161101	25161804			overlaps exon upstream	inside	6767	overlaps exon upstream	0	4	4	inside transcription region	-	7586		ENSG00000115138.11	49515
chr2	25284905	25285316			inside intron	inside	57274	inside intron	-2193	4	4	inside transcription region	-	61138		ENSG00000119772.19	55520
chr2	25506336	25507696			covers exon(s)	inside	144964	covers exon(s)	0	9	15	inside transcription region	-	233558		ENSG00000138101.20	81246
chr2	25592891	25593216			inside intron	inside	5827	inside intron	2869	2	4	inside transcription region	-	22090		ENSG00000138101.20	81252
chr2	25711981	25712224			inside intron	inside	11373	inside intron	-2608	3	3	inside transcription region	-	14377		ENSG00000308999.1	382609
chr2	25822232	25822920			inside intron	inside	7971	inside intron	7890	1	5	5' UTR	-	62129		ENSG00000143970.18	90345
chr2	26242786	26243287			inside intron	inside	1320	inside intron	1242	1	9	inside transcription region	-	32670		ENSG00000084754.12	20186
chr2	26330167	26330593			inside intron	inside	16175	inside intron	-12604	3	4	inside transcription region	-	29794		ENSG00000173567.16	134256
chr2	26728149	26728666			inside exon	inside	35427	inside exon	0	2	2	overlaps 3'UTR	+	40698		ENSG00000171303.8	130193
chr2	26850378	26850582			inside intron	inside	1870	inside intron	-1838	1	4	5' UTR	+	78848		ENSG00000157851.17	106049
chr2	26971792	26972417			inside intron	inside	37390	inside intron	-21210	2	2	inside transcription region	-	59499		ENSG00000230286.1	203213
chr2	27095671	27096426			inside intron	inside	1006	inside intron	302	2	6	inside transcription region	+	5304		ENSG00000138030.14	80976
chr2	27303293	27303506			inside intron	inside	20831	inside intron	1452	5	10	inside transcription region	+	24977		ENSG00000138100.14	81225
chr2	27308423	27308659			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	2	5' UTR	-	1045		ENSG00000163794.6	114459
chr2	27583950	27584057			inside intron	inside	904	inside intron	-807	1	18	inside transcription region	+	52128		ENSG00000259080.1	269364
chr2	27765918	27767276			covers	covers	0	covers exon(s)			2		+	850		ENSG00000305937.1	374485
chr2	28131360	28131797			inside intron	inside	236815	inside intron	-1979	6	7	inside transcription region	+	338770		ENSG00000158019.21	106236
chr2	28238129	28239442			inside intron	inside	347336	inside intron	-827	9	14	inside transcription region	+	448108		ENSG00000158019.21	106235
chr2	28567534	28567707			inside intron	inside	1091	inside intron	-694	1	3	inside transcription region	+	11704		ENSG00000163803.13	114479
chr2	28896242	28897835			inside intron	inside	438	inside intron	-380	1	5	5' UTR	+	18366		ENSG00000163811.12	114511
chr2	28956034	28958596			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	7	5' UTR	+	76909		ENSG00000189350.13	156625
chr2	30320637	30320857			inside intron	inside	89100	inside intron	2661	3	3	inside transcription region	+	92193		ENSG00000213626.13	174719
chr2	30446510	30446982			promoter	promoter	244				4		+	105323		ENSG00000172954.14	133176
chr2	31581206	31581939			promoter	promoter	268				5		-	58458		ENSG00000277893.2	296783
chr2	31803844	31804027			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	5	inside transcription region	-	10157		ENSG00000223647.1	181656
chr2	32874823	32875405			inside intron	inside	49336	inside intron	7293	2	7	inside transcription region	+	103754		ENSG00000293668.1	341844
chr2	33057884	33058421			inside intron	inside	4692	inside intron	-1374	3	3	inside transcription region	-	6780		ENSG00000223951.1	182652
chr2	34004573	34005353			inside intron	inside	68031	inside intron	55665	3	3	inside transcription region	+	124651		ENSG00000228262.12	196801
chr2	34082806	34084710			inside intron	inside	375920	inside intron	-138252	4	6	inside transcription region	+	590867		ENSG00000228262.12	196784
chr2	34386834	34387756			inside intron	inside	2922	inside intron	-2264	2	6	inside transcription region	+	218484		ENSG00000228262.12	196805
chr2	35656222	35657468			downstream	downstream	67674				1		-	383		ENSG00000234587.1	216981
chr2	36373175	36374747			inside intron	inside	4060	inside intron	3609	2	3	inside transcription region	+	10109		ENSG00000150938.10	98558
chr2	36668642	36671681			upstream	upstream	11701				1		-	619		ENSG00000270677.1	287916
chr2	36967594	36967744			downstream	downstream	21115				2		-	20476		ENSG00000008869.12	2863
chr2	37035365	37036111			inside intron	inside	48261	inside intron	1743	21	36	inside transcription region	-	103477		ENSG00000008869.12	2864
chr2	37345490	37345601			inside intron	inside	762	inside intron	-638	1	4	inside transcription region	+	15325		ENSG00000115828.17	51089
chr2	37535887	37536371			inside intron	inside	46335	inside intron	623	2	5	inside transcription region	+	124468		ENSG00000236213.5	222251
chr2	37637846	37639171			inside intron	inside	11400	inside intron	-5445	2	3	inside transcription region	+	35420		ENSG00000236213.5	222291
chr2	37734843	37756152			covers exon(s)	inside	245382	covers exon(s)	0	4	6	inside transcription region	+	418623		ENSG00000236213.5	222232
chr2	37757155	37764901			inside intron	inside	12703	inside intron	-12657	1	4	inside transcription region	+	163326		ENSG00000236213.5	222294
chr2	37766141	37772041			inside intron	inside	21689	inside intron	-21643	1	4	inside transcription region	+	163326		ENSG00000236213.5	222294
chr2	37877699	37878248			inside intron	inside	38266	inside intron	-12420	3	4	inside transcription region	-	89096		ENSG00000237803.7	227118
chr2	38037547	38037918			inside intron	inside	29123	inside intron	-902	2	3	inside transcription region	-	31153		ENSG00000235848.4	221041
chr2	38039281	38039811			inside intron	inside	27230	inside intron	-2636	2	3	inside transcription region	-	31153		ENSG00000235848.4	221041
chr2	39243584	39244295			overlaps 5'	overlaps 5'	0	covers exon(s)	0	1	11	5' UTR	-	75938		ENSG00000205111.10	169980
chr2	39667213	39668335			inside intron	inside	1296	inside intron	-838	1	4	inside transcription region	+	52046		ENSG00000152154.12	100086
chr2	39779676	39779814			promoter	promoter	409				11		-	42960		ENSG00000138050.15	81026
chr2	40150109	40150914			inside intron	inside	35033	inside intron	-34955	1	3	inside transcription region	+	140026		ENSG00000227028.7	192796
chr2	40193379	40194829			inside intron	inside	3593	inside intron	930	3	6	inside transcription region	+	61971		ENSG00000227028.7	192797
chr2	41409486	41410152			downstream	downstream	127647				3		-	118878		ENSG00000301031.1	360678
chr2	41490161	41491499			inside intron	inside	46300	inside intron	-15761	2	3	inside transcription region	-	118878		ENSG00000301031.1	360678
chr2	42793221	42793433			inside intron	inside	491	inside intron	-72	1	3	inside transcription region	+	2345		ENSG00000288886.3	316383
chr2	43300629	43302785			inside intron	inside	89137	inside intron	-7415	4	4	inside transcription region	-	98930		ENSG00000115970.19	51315
chr2	43675578	43675956			inside exon	inside	473	inside exon	0	1	1	inside transcription region	-	1278		ENSG00000223658.8	181673
chr2	44803235	44803456			inside intron	inside	24179	inside intron	13586	2	3	inside transcription region	+	43342		ENSG00000293915.1	342546
chr2	44933042	44933315			inside intron	inside	3011	inside intron	-1564	3	3	inside transcription region	-	5202		ENSG00000259439.4	270663
chr2	44953150	44953421			inside intron	inside	18908	inside intron	12996	2	2	inside transcription region	+	32567		ENSG00000225156.3	186215
chr2	45167694	45168113			inside intron	inside	191822	inside intron	25710	3	6	inside transcription region	+	315105		ENSG00000286728.2	309341
chr2	45644209	45644388			upstream	upstream	6957				3		+	191689		ENSG00000171132.14	129961
chr2	45936330	45936847			inside intron	inside	260711	inside intron	39581	5	7	inside transcription region	+	304737		ENSG00000171132.14	129965
chr2	46296180	46296544			inside intron	inside	631	inside intron	589	1	2	inside transcription region	-	3728		ENSG00000304136.1	368910
chr2	46541311	46541469			overlaps exon downstream	inside	120	overlaps exon downstream	0	1	4	inside transcription region	-	5776		ENSG00000250565.7	248610
chr2	46615819	46616076			covers exon(s)	inside	961	covers exon(s)	0	1	2	5' UTR	-	2019		ENSG00000151665.13	99544
chr2	46889372	46889458			inside intron	inside	23565	inside intron	-14458	2	3	inside transcription region	+	47424		ENSG00000222005.10	179987
chr2	47058215	47058771			inside intron	inside	50031	inside intron	-11295	2	3	inside transcription region	-	63264		ENSG00000239605.11	229538
chr2	47079651	47080252			inside intron	inside	96259	inside intron	10017	8	9	3'UTR	-	110570		ENSG00000273269.3	292062
chr2	47567985	47569145			inside intron	inside	1170	inside intron	795	1	2	inside transcription region	-	26971		ENSG00000184261.5	148556
chr2	48439050	48439281			inside intron	inside	1390	inside intron	846	1	2	inside transcription region	-	4942		ENSG00000272663.2	290747
chr2	48755999	48757452			inside intron	inside	226074	inside intron	18827	11	11	inside transcription region	+	246592		ENSG00000068781.21	12840
chr2	49229188	49230437			inside intron	inside	221459	inside intron	-10559	4	7	inside transcription region	-	249795		ENSG00000282998.2	301491
chr2	50829089	50830920			inside intron	inside	196783	inside intron	-70952	6	6	inside transcription region	-	269723		ENSG00000179915.25	143008
chr2	51028844	51030584			overlaps exon upstream	inside	52280	overlaps exon upstream	0	4	4	inside transcription region	-	54490		ENSG00000179915.25	143017
chr2	53320774	53322728			downstream	downstream	147901				1		-	182		ENSG00000251942.1	252659
chr2	53587048	53587790			inside intron	inside	18288	inside intron	-5669	5	5	inside transcription region	-	24874		ENSG00000115239.24	49693
chr2	53784936	53785712			inside intron	inside	1898	inside intron	1773	1	4	inside transcription region	-	30739		ENSG00000115239.24	49707
chr2	53858833	53859671			inside intron	inside	296	inside intron	156	1	2	5' UTR	-	7055		ENSG00000119737.6	55494
chr2	53860206	53861011			promoter	promoter	46				10		-	189867		ENSG00000115239.24	49696
chr2	54360164	54360484			covers exon(s)	inside	29177	covers exon(s)	0	2	5	inside transcription region	+	52755		ENSG00000177994.16	140713
chr2	54458668	54459695			inside intron	inside	1407	inside intron	-1360	1	14	5' UTR	+	171943		ENSG00000115306.17	49905
chr2	54560197	54561380			inside intron	inside	1803	inside intron	-1309	1	31	inside transcription region	+	103914		ENSG00000115306.17	49907
chr2	54708194	54708629			upstream	upstream	14870				43		+	248519		ENSG00000214595.13	176344
chr2	55223738	55223952			inside intron	inside	408	inside intron	43	1	2	5' UTR	-	2000		ENSG00000162994.16	112398
chr2	55615637	55615766			inside intron	inside	3114	inside intron	-130	3	3	inside transcription region	-	4704		ENSG00000275052.5	294093
chr2	55922107	55922402			inside exon	inside	1395	inside exon	0	2	2	inside transcription region	-	1850		ENSG00000115380.20	50107
chr2	56021753	56022606			inside intron	inside	69595	inside intron	59762	2	7	inside transcription region	+	229494		ENSG00000272180.2	290052
chr2	56521632	56523370			overlaps 5'	overlaps 5'	0	overlaps exon upstream	0	1	1	inside transcription region	+	528		ENSG00000298286.1	353614
chr2	56640874	56643580			downstream	downstream	117874				4		+	70681		ENSG00000298286.1	353615
chr2	57719703	57721185			inside intron	inside	3481	inside intron	-3317	1	2	inside transcription region	+	9948		ENSG00000305509.1	373480
chr2	59585777	59585966			inside intron	inside	147428	inside intron	14406	2	3	inside transcription region	-	221421		ENSG00000233891.9	214908
